date,C1_extreme_exposure,C2_style_homogeneity,C3_turnover_crowding,C4_return_spike
2010-01-29,0.33867735470941884,,,
2010-02-26,0.3466933867735471,,,
2010-03-31,0.35,,,
2010-04-30,0.346,,,
2010-05-31,0.34,,,
2010-06-30,0.338,,,0.029452566718218675
2010-07-30,0.344,,,0.028224148306863338
2010-08-31,0.346,,,0.032845387303821416
2010-09-30,0.342,,,0.031103966222643997
2010-10-29,0.354,,,0.03220189085665116
2010-11-30,0.344,,,0.031212618724336744
2010-12-31,0.342,0.3947182953154239,,0.032762704576544344
2011-01-31,0.324,0.4200893653060696,,0.03137811931196418
2011-02-28,0.324,0.44378092551758785,,0.030866683690800874
2011-03-31,0.32,0.45981613389945286,,0.030525492265772357
2011-04-29,0.348,0.4498369156188171,,0.024235452806468324
2011-05-31,0.392,0.4579007950137524,,0.021708548108235907
2011-06-30,0.392,0.46115435685945544,,0.024621242051066757
2011-07-29,0.384,0.46696540911615314,,0.023668460527859793
2011-08-31,0.376,0.4863097177528476,,0.018463703237147834
2011-09-30,0.358,0.526370967497978,,0.01629890008370231
2011-10-31,0.342,0.4921798355136115,,0.016948115355422656
2011-11-30,0.338,0.45254382858505593,,0.018773720125893796
2011-12-30,0.342,0.4429660657541904,,0.023541043183941783
2012-01-31,0.328,0.4224539037444959,0.053707294916699934,0.025759835746866817
2012-02-29,0.336,0.3884629107761533,-0.07910202632669248,0.024761591076561795
2012-03-30,0.34,0.38324805700681835,-0.29133528610756476,0.024612814272354053
2012-04-27,0.336,0.3757977901697388,-0.3030643308602707,0.02397369339331836
2012-05-31,0.314,0.41923582356838596,0.05622036915432933,0.02674878963493087
2012-06-29,0.308,0.4214447255223876,0.02936933614908389,0.023207061034701708
2012-07-31,0.312,0.4233891850672492,0.0532724310930257,0.022259147823699022
2012-08-31,0.352,0.4572537061208137,0.05860767638667206,0.023051591889292025
2012-09-28,0.342,0.46474934465639167,0.04818447405641894,0.024453719191149213
2012-10-31,0.348,0.47274900682946014,0.011691475236275336,0.026420704746980783
2012-11-30,0.318,0.4628506332118184,0.03658793159087245,0.02260126044408694
2012-12-31,0.324,0.44652384061546624,0.10962643783157958,0.022251877126184344
2013-01-31,0.322,0.4675529556087286,0.38604336819515034,0.02555077356419514
2013-02-28,0.322,0.462416193974472,0.2655219934803735,0.024858591327372108
2013-03-29,0.322,0.43657651842731654,0.26553791243813996,0.023043049282617495
2013-04-26,0.316,0.4599920862923188,0.30045357222504143,0.018989841915669527
2013-05-31,0.336,0.4740727891415395,0.5504567119314676,0.020277404257387548
2013-06-28,0.338,0.47428227016305896,0.5600649774617271,0.019717125781394458
2013-07-31,0.358,0.5377556249015701,0.5404409909449505,0.029789536698790624
2013-08-30,0.38,0.5045268537593631,0.42279649540372405,0.03256698097078327
2013-09-30,0.342,0.5215783551524972,0.3961684467638679,0.035192033840806144
2013-10-31,0.356,0.47317139900594857,0.3285736545185373,0.03420309906232109
2013-11-29,0.364,0.48758466816623175,0.37595188242740385,0.02909558187602309
2013-12-31,0.36,0.5299840788125335,-0.00949104726295592,0.03258668221127511
2014-01-30,0.35,0.5078201438983329,-0.14535076393084007,0.030746686117798266
2014-02-28,0.35,0.5476563883662605,-0.06511616782096029,0.03284429595146403
2014-03-31,0.354,0.5447580170530162,0.10390044013647418,0.03037429402654921
2014-04-30,0.344,0.5290998491911755,0.21550304902329498,0.030272365547786916
2014-05-30,0.326,0.5051604500971371,0.07826207679772389,0.02914430788051877
2014-06-30,0.3,0.49027740334546627,0.09588289774407349,0.023418432548877592
2014-07-31,0.294,0.4557876271792838,-0.11718734808074835,0.019644624244299014
2014-08-29,0.306,0.4696222377592037,-0.2037794757785959,0.016278945883333427
2014-09-30,0.368,0.4826514541894099,-0.29954994686243513,0.016281926720538093
2014-10-31,0.348,0.4648142083335985,-0.06755139077005194,0.020432926421001866
2014-11-28,0.348,0.4094694415220815,0.20657949601931191,0.026797960862480746
2014-12-31,0.304,0.4036490441573946,0.5415933447199252,0.03854453861086024
2015-01-30,0.3,0.3984390478841197,0.5780801722789936,0.0387061541911577
2015-02-27,0.296,0.37504179625699946,0.6021461973838991,0.039569068912237715
2015-03-31,0.302,0.37823889603907884,0.5549357755750305,0.04136996226817939
2015-04-30,0.304,0.43065759420184,0.6239785945785051,0.05005816982487771
2015-05-29,0.326,0.44948509433595907,0.6370083622527667,0.04784330367385293
2015-06-30,0.382,0.4711298301627876,0.7126913462296668,0.04662963915450621
2015-07-31,0.374,0.4694582469905613,0.681723911152236,0.04801292730070861
2015-08-31,0.38,0.456132554716855,0.5944234878323429,0.04861798129584001
2015-09-30,0.366,0.4474630758776533,0.6137019843886252,0.04791994557716039
2015-10-30,0.376,0.44611997872916004,0.645319162188173,0.03822876856183958
2015-11-30,0.348,0.418143491185765,0.684643702899424,0.03196196349572657
2015-12-31,0.328,0.4012880075217819,0.6366593831668265,0.029351606076107966
2016-01-29,0.322,0.45432612301801506,0.39966784006760003,0.03480386021228216
2016-02-29,0.336,0.5067368472754913,0.3455276433264274,0.0358716113667779
2016-03-31,0.332,0.5005138098655008,0.4926537383581844,0.03320448628496869
2016-04-29,0.332,0.48322234381840634,0.2503662065620943,0.03202057426944911
2016-05-31,0.362,0.4439202650877691,0.15642272666737117,0.03149527116296769
2016-06-30,0.364,0.4503608501541056,-0.08743624555004037,0.032590930312600616
2016-07-29,0.362,0.46383890837124575,-0.08402008482933414,0.02360523932819065
2016-08-31,0.366,0.5024343395239615,-0.14451719385101464,0.018240272246162884
2016-09-30,0.328,0.5095164649044276,-0.14378154600919477,0.01918989991200609
2016-10-31,0.322,0.555860438585922,-0.20669953775749403,0.017365163543588153
2016-11-30,0.296,0.5792825204796545,-0.30736709665171047,0.015243491976881015
2016-12-30,0.296,0.603202064186335,-0.3154420148531924,0.013050242919728828
2017-01-26,0.292,0.5595623236357391,-0.10985197108840836,0.012960689588928122
2017-02-28,0.292,0.47925934356982747,0.10980266206807297,0.014700130175109533
2017-03-31,0.292,0.4506055136134903,0.09129745864544157,0.01610153912756469
2017-04-28,0.328,0.4471167090655685,0.08904634341737745,0.015343217695909564
2017-05-31,0.374,0.40094234225002856,-0.010714632720572973,0.01672606073646695
2017-06-30,0.354,0.4244968308822464,0.008712704852739454,0.0214108278975442
2017-07-31,0.348,0.4350091676236459,-0.06593385686315055,0.022233558259263743
2017-08-31,0.372,0.4724660176067826,-0.06539184049822347,0.025728699679935674
2017-09-29,0.348,0.46409506746916773,0.010812252454752298,0.027155424992477646
2017-10-31,0.35,0.4494568061108571,0.02098723774286418,0.02733829572129056
2017-11-30,0.358,0.4534878615334339,0.04900892968867143,0.02772137943651486
2017-12-29,0.356,0.44579867381149696,-0.01450251598774217,0.024900984217249334
2018-01-31,0.37,0.4822317879386205,-0.26773943140052403,0.028700501541998685
2018-02-28,0.376,0.5239250797860517,-0.4416752323879183,0.032133242055763865
2018-03-30,0.37,0.49485504853567164,-0.6068294956653121,0.032076427899115065
2018-04-27,0.368,0.48556330814208554,-0.6097077103260815,0.034362993561058965
2018-05-31,0.36,0.46927759145168535,-0.6393125014909201,0.0341477941049901
2018-06-29,0.37,0.4408493463571573,-0.3510015575307572,0.03243507164825995
2018-07-31,0.34,0.42734606829868665,-0.1461284206725495,0.0304743718442829
2018-08-31,0.37,0.41795044880003435,0.05456716162741861,0.02561520249304171
2018-09-28,0.338,0.4171996343444089,0.20210579995234249,0.024427589618027275
2018-10-31,0.35,0.4213084540402602,0.23330347062842852,0.021459224505144456
2018-11-30,0.338,0.40670954651149166,-0.175616162494542,0.01806698678364764
2018-12-28,0.344,0.40280535440593235,-0.0824503847305113,0.019938310092600928
2019-01-31,0.364,0.44384705045015643,0.0902461096738147,0.04288135757752383
2019-02-28,0.364,0.437726960569216,0.09141465554962956,0.04348141089318804
2019-03-29,0.36,0.43061374235572153,-0.049400563067660705,0.045795194834738
2019-04-30,0.352,0.4335552681084812,-0.026700243818379946,0.04763903841693036
2019-05-31,0.314,0.4274724771240226,-0.0294530533625753,0.04871916587669502
2019-06-28,0.314,0.42536615568767216,-0.026290602103685327,0.04729556254600317
2019-07-31,0.338,0.41932288653164007,-0.06376630672865129,0.025230076848726087
2019-08-30,0.334,0.44027860440181166,-0.045545776248894686,0.02179624922703228
2019-09-30,0.316,0.45281517867374815,-0.09435395164985344,0.019690001045133985
2019-10-31,0.314,0.4572438041696128,-0.07135149773856529,0.01696016788385172
2019-11-29,0.296,0.4582249854095529,0.008481638252259557,0.015957166488775598
2019-12-31,0.29,0.40742413227666646,-0.05535941866610605,0.028898119961955883
2020-01-23,0.288,0.4214926017697493,0.021244164287754337,0.03191458681530094
2020-02-28,0.284,0.3999586452315667,0.0031720001031380614,0.03534305995725433
2020-03-31,0.29,0.3932280736908228,0.2041246212795304,0.03639918722685705
2020-04-30,0.286,0.37588586347204894,0.27935447890063214,0.03597683909891547
2020-05-29,0.304,0.37172898926384246,0.28342057849603486,0.036448610922814526
2020-06-30,0.282,0.3707478547197697,0.24801337755924213,0.0324285571297583
2020-07-31,0.284,0.3647005650265454,0.02082180317143464,0.028740499257006873
2020-08-31,0.27,0.3852387436033557,-0.08698319897708415,0.028034280348669904
2020-09-30,0.282,0.4013792323262388,-0.09092408825637815,0.024482872994491103
2020-10-30,0.288,0.47383266243867134,-0.3150981493555097,0.030671520841797705
2020-11-30,0.264,0.49623405021596895,-0.5343559959022254,0.03484498179890705
2020-12-31,0.28,0.44001364117860287,-0.5893478307661694,0.0404595576718918
2021-01-29,0.282,0.5107641804283705,-0.4755389168715731,0.05155240429893383
2021-02-26,0.272,0.5058915861084622,-0.46003308223199285,0.05223056189040463
2021-03-31,0.276,0.4560976958189652,-0.46782596092403295,0.05447790581503568
2021-04-30,0.306,0.44344265752162726,-0.40834244265598046,0.05333850488758672
2021-05-31,0.312,0.450039642996919,-0.37064371003407953,0.05073612476318641
2021-06-30,0.304,0.4433762042322814,-0.3572711144417592,0.04921719459164589
2021-07-30,0.304,0.46767035045418454,-0.09066950360549998,0.04181406668191113
2021-08-31,0.336,0.4670252610551017,0.09271692026397714,0.04109855699693923
2021-09-30,0.29458917835671344,0.4615632929132657,0.23406554639633464,0.04748267550680198
2021-10-29,0.3026052104208417,0.4495826889529819,0.38246663769096995,0.05020131144646707
2021-11-30,0.282,0.44536125002419746,0.3826425229699548,0.05090534640509725
2021-12-31,0.288,0.4619514282562158,0.45281281538844076,0.05313473238491562
2022-01-28,0.288,0.48421974226597125,0.5682344150455889,0.04656102847533918
2022-02-28,0.254,0.4582189048115427,0.5046403284344988,0.047684181156192294
2022-03-31,0.274,0.4842620422682988,0.4823579893149022,0.03919914017662913
2022-04-29,0.292,0.4824151927786807,0.40466701966427,0.03952947246067001
2022-05-31,0.27,0.48029084938496136,0.36994977061797235,0.042167241940528094
2022-06-30,0.318,0.4837236828090562,0.3550508009552226,0.036889773005789314
2022-07-29,0.318,0.48387663910276185,0.4847323156483455,0.03632186627295333
2022-08-31,0.342,0.4913704042055589,0.632126724864006,0.030168657683712567
2022-09-30,0.286,0.49169699600245464,-0.18020676951241585,0.03697340812263474
2022-10-31,0.304,0.4883061494895645,-0.2644112110150109,0.04052345394080461
2022-11-30,0.302,0.4821001096178542,-0.21344473973409528,0.037821446310909335
2022-12-30,0.3,0.47291908120540516,-0.2779931738203387,0.03673681544094262
2023-01-31,0.304,0.45030819627289087,-0.2038172208584018,0.03615003852833506
2023-02-28,0.308,0.46558391459523285,-0.1699543864825517,0.03687322845455858
2023-03-31,0.318,0.4846469600035252,-0.07505450367227169,0.029943751526422653
2023-04-28,0.338,0.46981373652066893,-0.34672289876808865,0.026804469737514713
2023-05-31,0.296,0.46020820663180945,-0.3787880230179071,0.027780854531637332
2023-06-30,0.304,0.49235629945104964,-0.35812805657290786,0.0319925230724544
2023-07-31,0.298,0.4805761178682115,-0.328583771357854,0.03353762777361964
2023-08-31,0.316,0.47350996465985146,-0.3598709459010962,0.027988059522528825
2023-09-28,0.276,0.4323565623682738,-0.1292423825815651,0.02789233883552123
2023-10-31,0.298,0.42596652417820524,-0.016077137549061107,0.027697877749467838
2023-11-30,0.314,0.4455414409900726,0.012806349382713984,0.02854421835683126
2023-12-29,0.318,0.49865591838044526,-0.18350507306368935,0.036835900595649215
2024-01-31,0.298,0.5020583118026745,-0.2342262863382213,0.04202020649961805
2024-02-29,0.3,0.4881517286589296,-0.24839693377922156,0.042735316169746754
2024-03-29,0.308,0.49488874690124934,-0.3210499052662761,0.037997864672665776
2024-04-30,0.324,0.4902968844262447,-0.2130593028334569,0.035195371430666145
2024-05-31,0.316,0.48774978555963366,-0.2316016198930452,0.03598026994510316
2024-06-28,0.314,0.5276753201410703,-0.18533267746184892,0.03237266533208386
2024-07-31,0.304,0.5318106834809364,-0.23508926245624281,0.024767062144950218
2024-08-30,0.318,0.5441888458571662,-0.41228552570581767,0.041882591157398466
2024-09-30,0.292,0.4957914245385399,-0.4305035981350398,0.04360733800758884
