date,C1_extreme_exposure,C2_style_homogeneity,C3_turnover_crowding,C4_return_spike
2010-01-08,0.0781563126252505,,,
2010-02-26,0.29458917835671344,,,
2010-03-31,0.322,,,
2010-04-30,0.274,,,
2010-05-31,0.39,,,
2010-06-30,0.262,,,0.03198087050961766
2010-07-30,0.346,,,0.022624966140788717
2010-08-31,0.32,,,0.025328958827602457
2010-09-30,0.278,,,0.023951902612503587
2010-10-29,0.346,,,0.024974531575536495
2010-11-30,0.31,,,0.0213050470518469
2010-12-31,0.27,0.045736967593366054,,0.019760880975688355
2011-01-31,0.228,0.3644115034612131,,0.02140815992460527
2011-02-28,0.344,0.3453276383580153,,0.021547611011394692
2011-03-31,0.322,0.3361085451198564,,0.022355108000592917
2011-04-29,0.278,0.33123644173354067,,0.02036269439053117
2011-05-31,0.266,0.3100130741840877,,0.019513942816329705
2011-06-30,0.328,0.2856820928391765,,0.01775180212179657
2011-07-29,0.308,0.2720054192642319,,0.016396582292755837
2011-08-31,0.35,0.2675943323763111,,0.015387200504942937
2011-09-30,0.272,0.2730044633111218,,0.01417926376694243
2011-10-31,0.326,0.2529491409817324,,0.015678501721179468
2011-11-30,0.308,0.2938220826433527,,0.016428160375078552
2011-12-30,0.228,0.3025278046260342,,0.01909447532093992
2012-01-31,0.276,0.2922668242407647,0.0428943733227804,0.01926794226763801
2012-02-29,0.338,0.37613070730743897,0.5247693184743999,0.02302464208481389
2012-03-30,0.284,0.36469791708796534,0.5187105811956644,0.02335643947459224
2012-04-27,0.33,0.3815700266412388,0.4325807736901886,0.02371936965302417
2012-05-31,0.34,0.44043656191825964,0.5118962437561786,0.02778785236345692
2012-06-29,0.24,0.4427593913952033,0.4855043117618508,0.02506417995870988
2012-07-31,0.284,0.4355427856515142,0.4942654440843605,0.024286546413719835
2012-08-31,0.306,0.4272906860561048,0.48013604495661016,0.0237081390251247
2012-09-28,0.256,0.4334805359152533,0.4015320746696227,0.022840014679628283
2012-10-31,0.306,0.4425797103758339,0.3476973947648688,0.025881596733109472
2012-11-30,0.22,0.4258054938366,0.24737132991419256,0.024095949934660188
2012-12-31,0.314,0.37082291173047216,0.31760916252035293,0.026250089032023735
2013-01-31,0.34,0.37076913148804114,0.0012572819863061455,0.02618176288692449
2013-02-28,0.306,0.32984410428241856,-0.1271198462610264,0.026002733465002984
2013-03-29,0.324,0.3283365332150391,-0.1173924390428083,0.0267446773277107
2013-04-26,0.324,0.35393228442735475,-0.08182639128002908,0.026860245657240142
2013-05-31,0.378,0.32108950374442885,-0.05332956977586,0.02480583288292334
2013-06-28,0.276,0.3315542121294165,-0.17879747750133226,0.022318725610709595
2013-07-31,0.34,0.3444839323789591,-0.16898645399242765,0.023036675486983495
2013-08-30,0.362,0.3457848666994273,-0.25460849844493383,0.024690163116950645
2013-09-30,0.324,0.3326561874124574,-0.35696616271494847,0.02692453084488637
2013-10-31,0.282,0.32173205180745845,-0.37920346312235337,0.025417157139734622
2013-11-29,0.358,0.3467100447723818,-0.14756125432125944,0.023592291189979506
2013-12-31,0.314,0.35090813309067814,-0.5337283229248536,0.03416942898352914
2014-01-30,0.354,0.33423661462915555,-0.3726901479731606,0.03207124733491627
2014-02-28,0.306,0.32143651067799134,-0.3289966114836121,0.032242580699920274
2014-03-31,0.332,0.3243582430562421,-0.27003185465270074,0.030868769065724277
2014-04-30,0.302,0.33524934050143324,-0.08123385413501917,0.03010397229941685
2014-05-30,0.314,0.356322158801123,-0.05993228181125975,0.030901389908178402
2014-06-30,0.32,0.36074095981320464,0.07446446513370984,0.017541939957082392
2014-07-31,0.32,0.42667974895818966,0.006272169822506672,0.022738451616137897
2014-08-29,0.32,0.4416391808221814,-0.03263736049522421,0.022779606027747007
2014-09-30,0.342,0.47158116776755477,-0.23065208627248882,0.022499472734050105
2014-10-31,0.32,0.5159362327503668,0.056961910863669155,0.02911091329805211
2014-11-28,0.304,0.49847404287447955,0.19002007604394108,0.031377127564100174
2014-12-31,0.27,0.46728877397132096,0.6562427554634793,0.04573940291852776
2015-01-30,0.398,0.4540605325322559,0.6594344287022366,0.044768516473462444
2015-02-27,0.308,0.4237115479114424,0.6612204337648643,0.043719940860622225
2015-03-31,0.352,0.3853941869081919,0.6834125175582535,0.048982748348368105
2015-04-30,0.398,0.38461634976918657,0.7196489106125069,0.052345734798538636
2015-05-29,0.33,0.36615290302434633,0.754816454388043,0.05770548031848182
2015-06-30,0.214,0.3534631965321149,0.7426288958587356,0.05420243558115516
2015-07-31,0.3,0.3281773452678884,0.7312365671559024,0.05399192776401012
2015-08-31,0.254,0.32808092681534556,0.6200212823019031,0.05620240313238335
2015-09-30,0.374,0.3036720601750353,0.6015301564047327,0.060535179518375004
2015-10-30,0.398,0.2880051603312863,0.6376798411257806,0.05272350788396066
2015-11-30,0.312,0.28162316069035925,0.665563951735867,0.04175070913256532
2015-12-31,0.34,0.27822359480089176,0.6378716769720955,0.040244808503046105
2016-01-29,0.212,0.2983595581297633,0.6756156812473515,0.038355349788839546
2016-02-29,0.336,0.2817644606060453,0.5513247139552867,0.0369679371947059
2016-03-31,0.376,0.28046071732823635,0.6235170479765152,0.031041018858854894
2016-04-29,0.38,0.2643996101031,0.4918522901895651,0.03180936576728158
2016-05-31,0.29,0.27447489722151963,0.16926502538408272,0.031488639160518125
2016-06-30,0.366,0.2817444445249,0.17258682972442776,0.031593064551913054
2016-07-29,0.354,0.2951657997102996,0.04321058978557894,0.029137497380526806
2016-08-31,0.312,0.29985452540401736,-0.09597937413396923,0.019967023648408397
2016-09-30,0.364,0.3023776449378141,-0.09061869595167196,0.019144891029979585
2016-10-31,0.318,0.31957963277133034,-0.20366249143347634,0.017558990193655425
2016-11-30,0.344,0.3178768903380771,-0.4562060939105276,0.016163833486959867
2016-12-30,0.342,0.30826817571262943,-0.44058205757444496,0.013809644993765358
2017-01-26,0.348,0.3305299461944674,-0.31211384644196305,0.013997022039756037
2017-02-28,0.364,0.3306459131606703,-0.0735347599840907,0.014921742523103214
2017-03-31,0.294,0.31136621881764664,0.028625234365881883,0.017067590192261513
2017-04-28,0.252,0.28321767926744895,0.11999906860761006,0.01734963085057476
2017-05-31,0.282,0.3046794554975719,0.14977310799659022,0.0182476659757601
2017-06-30,0.392,0.3924172485561919,0.08286547463215399,0.031917693405182856
2017-07-31,0.318,0.3884779030351965,0.04787650459922629,0.03170275243487837
2017-08-31,0.304,0.36939773519644803,-0.03027916979150693,0.031441291842753794
2017-09-29,0.288,0.3779419679550725,-0.06860926390261698,0.030443970524721
2017-10-31,0.274,0.36344466723067836,-0.11676948961325967,0.02992759627492082
2017-11-30,0.302,0.3561730181843755,-0.14427689897642212,0.028367522985388405
2017-12-29,0.312,0.37246368261641083,-0.2016023804282122,0.018024227744121747
2018-01-31,0.302,0.4371240147024281,-0.28643693029703243,0.0256623624619506
2018-02-28,0.308,0.4222254120402647,-0.35455793674819147,0.02800260594572384
2018-03-30,0.338,0.43380387460718406,-0.3862581182626505,0.02657710091946965
2018-04-27,0.296,0.43055662627659574,-0.38729308651150157,0.028347010393648127
2018-05-31,0.304,0.40981683364445043,-0.3721499596348624,0.028359875440702738
2018-06-29,0.262,0.3051662358665006,0.026152022468386885,0.02711975958691311
2018-07-31,0.382,0.33305983833677677,0.10670497713396584,0.02353589863625385
2018-08-31,0.3,0.33053721103422146,0.2593423024384357,0.02199338469950027
2018-09-28,0.31,0.34147762102543605,0.2687046793543546,0.022593757943614026
2018-10-31,0.264,0.36296105582902183,0.36640682982356043,0.019453024994552898
2018-11-30,0.306,0.35510727837185735,0.02856473279693314,0.018805579044465913
2018-12-28,0.298,0.34322073407332565,-0.0026512237660319625,0.0204383814934386
2019-01-31,0.306,0.3315209893657894,0.035956481564836315,0.03229619403231926
2019-02-28,0.294,0.3341661773886451,-0.03903902417167483,0.033621182990006375
2019-03-29,0.324,0.3659203852481985,-0.017772603483604175,0.034048609054684494
2019-04-30,0.31,0.3403077665669676,-0.06022039168071851,0.03178846619397795
2019-05-31,0.342,0.342401903091731,-0.08103008345309215,0.03175483034869967
2019-06-28,0.336,0.3772344649207915,-0.07967464597066382,0.03009677605864836
2019-07-31,0.326,0.37980971925490936,-0.17141938243245738,0.022272789546035704
2019-08-30,0.338,0.3765980339327818,-0.22569917804029285,0.02100379178494867
2019-09-30,0.328,0.37570305018898653,-0.18859348533785347,0.020620485425255713
2019-10-31,0.29,0.39135498996798646,-0.12096823621983221,0.020481205388988087
2019-11-29,0.33,0.40643789821629106,-0.05780882034983722,0.019626264435930237
2019-12-31,0.348,0.42016464800742476,-0.08176053208543904,0.023289375034554482
2020-01-23,0.278,0.4004302482601523,-0.013617506475715956,0.023549338320088088
2020-02-28,0.368,0.40071776810210785,0.10036838007493001,0.02482222818394953
2020-03-31,0.36,0.3947805935020335,0.11017126596066013,0.02796721841235893
2020-04-30,0.334,0.3820191750119664,0.41161462124311027,0.028539851306700333
2020-05-29,0.332,0.3435495529370853,0.44942689641461975,0.0284696001729271
2020-06-30,0.344,0.33688915733771657,0.3297666100836738,0.0260211945698725
2020-07-31,0.372,0.3219379735746044,0.595952106432489,0.026948876810107936
2020-08-31,0.326,0.2956390332744906,0.5498897302589244,0.026077399989754658
2020-09-30,0.3,0.2893033218983048,0.5857995716821864,0.023858607114946927
2020-10-30,0.262,0.29271884671193255,0.41120597788496505,0.02556368367172673
2020-11-30,0.332,0.2963956161088385,0.1341372911884396,0.02920079441398653
2020-12-31,0.318,0.32625089448104416,0.05957148241669122,0.033131814224443196
2021-01-29,0.3,0.31254394210555275,-0.022526853750600265,0.03929075426845784
2021-02-26,0.316,0.32136530750093606,-0.03273481274428251,0.03983773070132897
2021-03-31,0.3,0.30395704115321925,-0.052934775279626575,0.04282270331974705
2021-04-30,0.286,0.30870203037518745,-0.012506907383380743,0.03841286185705835
2021-05-31,0.34,0.3529827729938635,-0.0626931059197845,0.04229566941684611
2021-06-30,0.33,0.36428442974806685,-0.07944197033608986,0.0468138457490951
2021-07-30,0.282,0.34489745182088793,0.029624314026467192,0.04350031242340241
2021-08-31,0.288,0.36026895023702193,0.42895367950001667,0.04874726397722225
2021-09-30,0.31462925851703405,0.34133493472976656,0.19954827674081543,0.05079944533557967
